硫酸羟氯喹片,氨基喹啉,病
硫酸羟氯喹片,哺乳期,孕妇
低分子肝素钙注射液,心内膜炎,病
甲磺酸酚妥拉明注射液,心肌梗死,病
甲磺酸酚妥拉明注射液,心动过速,病
甲磺酸酚妥拉明注射液,胃溃疡,病
甲磺酸酚妥拉明注射液,冠心病,病
甲磺酸酚妥拉明注射液,低血压,病
甲磺酸酚妥拉明注射液,胸痛,病
甲磺酸酚妥拉明注射液,低血压,病
甲磺酸酚妥拉明注射液,动脉硬化,病
甲磺酸酚妥拉明注射液,甲磺酸酚妥拉明,病
甲磺酸酚妥拉明注射液,神志模糊,病
甲磺酸酚妥拉明注射液,肾功能不全,病
甲磺酸酚妥拉明注射液,心律失常,病
乳果糖口服溶液,半乳糖不耐,病
乳果糖口服溶液,阑尾炎,病
乳果糖口服溶液,腹痛,病
乳果糖口服溶液,糖尿病,病
乳果糖口服溶液,肠梗阻,病
注射用尿激酶,出血,病
注射用尿激酶,高血压,病
注射用尿激酶,动静脉畸形,病
注射用尿激酶,颅内出血,病
注射用尿激酶,脑梗死,病
注射用尿激酶,颅内肿瘤,病
注射用尿激酶,内脏出血,病
注射用尿激酶,动脉瘤,病
盐酸多西环素片,四环素,药
卡马西平片,血清铁异常,病
卡马西平片,骨髓抑制,病
卡马西平片,肝功能不全,病
卡马西平片,房室传导阻滞,病
非洛地平缓释片,非洛地平,过敏
注射用门冬氨酸鸟氨酸,肾功能衰竭,病
注射用门冬氨酸鸟氨酸,氨基酸,药
酚麻美敏胶囊,食欲不振,病
酚麻美敏胶囊,肾上腺素,过敏
酚麻美敏胶囊,异丙肾上腺素,过敏
酚麻美敏胶囊,上腹不适,病
去乙酰毛花苷注射液,任何强心甙制剂中毒,病
去乙酰毛花苷注射液,预激综合征伴心房颤动,病
去乙酰毛花苷注射液,心室颤动,病
去乙酰毛花苷注射液,室性心动过速,病
去乙酰毛花苷注射液,梗阻性肥厚型心肌病,病
人血白蛋白,贫血,病
人血白蛋白,心力衰竭,病
人血白蛋白,高血压,病
人血白蛋白,白蛋白,过敏
人血白蛋白,肾功能不全,病
人血白蛋白,急性心脏病,病
盐酸胺碘酮注射液,窦房结功能异常,病
盐酸胺碘酮注射液,房室传导阻滞,病
盐酸胺碘酮注射液,双束支传导阻滞,病
盐酸胺碘酮注射液,心动过缓,病
盐酸胺碘酮注射液,弥漫性肺间质纤维化,病
溴吡斯的明片,机械性肠梗阻,病
溴吡斯的明片,支气管哮喘,病
溴吡斯的明片,尿路梗塞,病
溴吡斯的明片,心绞痛,病
硝酸甘油注射液,心动过速,病
硝酸甘油注射液,贫血,病
硝酸甘油注射液,颅内压增高,病
硝酸甘油注射液,枸橼酸西地那非,病
硝酸甘油注射液,心肌梗塞早期,病
硝酸甘油注射液,低血压,病
硝酸甘油注射液,青光眼,病
硝酸甘油注射液,硝酸甘油,过敏
头孢呋辛酯片,头孢菌素类,过敏
头孢呋辛酯片,5岁以下小儿,小儿
头孢呋辛酯片,青霉素,过敏
头孢呋辛酯片,胃肠道吸收障碍,病
对乙酰氨基酚缓释片,荨麻疹,病
对乙酰氨基酚缓释片,粒细胞减少,病
对乙酰氨基酚缓释片,肝、肾功能不全,病
对乙酰氨基酚缓释片,肝肾功能异常,病
注射用硫酸长春地辛,感染,病
注射用硫酸长春地辛,生殖毒性和致畸,病
注射用硫酸长春地辛,骨髓功能低下,病
注射用硫酸长春地辛,骨髓抑制,病
丙戊酸钠缓释片,黄疸,病
丙戊酸钠缓释片,明显肝功能损害,病
丙戊酸钠缓释片,听力下降,病
丙戊酸钠缓释片,家族史,病
丙戊酸钠缓释片,血液病肝病史肾功能损害器质性脑病,病
丙戊酸钠缓释片,血清碱性磷酸酶和氨基转移酶升高,病
左甲状腺素钠片,心肌梗死,病
左甲状腺素钠片,非甲状腺功能低下性心衰,病
左甲状腺素钠片,快速型心律失常,病
米非司酮片,带宫内节育器妊娠,病
米非司酮片,肾上腺皮质功能不全,病
米非司酮片,前列腺素,药
米非司酮片,青光眼,病
米非司酮片,心,病
米非司酮片,肝,病
米非司酮片,肾,病
米非司酮片,怀疑宫外孕,孕妇
地塞米松磷酸钠注射液,过精神不正常,病
地塞米松磷酸钠注射液,精神病,病
地塞米松磷酸钠注射液,血栓症,病
地塞米松磷酸钠注射液,高血压,病
地塞米松磷酸钠注射液,心肌梗塞,病
地塞米松磷酸钠注射液,肾上腺皮质激素,药
地塞米松磷酸钠注射液,电解质代谢异常,病
地塞米松磷酸钠注射液,青光眼,病
地塞米松磷酸钠注射液,内脏手术,病
地塞米松磷酸钠注射液,胃溃疡,病
地塞米松磷酸钠注射液,胃溃疡,病
阿托伐他汀钙片,过肝炎胰腺炎,病
阿托伐他汀钙片,还原酶抑制剂,过敏
阿托伐他汀钙片,活动性肝病,病
阿托伐他汀钙片,不明原因血氨基,病
阿托伐他汀钙片,血管神经性水肿,病
阿托伐他汀钙片,阿托伐他汀,过敏
盐酸多奈哌齐片,心律不齐窦房传导阻滞房室传导阻滞心脏杂音癫痫或黑便,病
盐酸多奈哌齐片,体重减轻视力减退胸痛关节痛抑郁多梦嗜睡新的神经症状皮疹胃痛胃肠功能紊乱尿频,病
盐酸多奈哌齐片,无规律,病
盐酸多奈哌齐片,盐酸多奈哌齐哌啶,过敏
盐酸多奈哌齐片,昏厥心动过缓,病
盐酸西替利嗪片,天门冬氨酸氨基转移酶轻度升高,病
氧氟沙星滴眼液,氧氟沙星,过敏
氧氟沙星滴眼液,喹诺酮,过敏
注射用头孢唑林钠,头孢菌素,过敏
注射用头孢唑林钠,青霉素,过敏
阿卡波糖胶囊,阿卡波糖,过敏
阿卡波糖胶囊,疝气肠梗阻,病
阿卡波糖胶囊,肠溃疡,病
阿卡波糖胶囊,低血糖,病
阿卡波糖胶囊,18岁以下患者怀孕,孕妇
阿卡波糖胶囊,腹胀,病
阿卡波糖胶囊,腹痛,病
阿卡波糖胶囊,腹泻,病
阿卡波糖胶囊,消化障碍,病
肾上腺色腙片,异常脑电活动,病
肾上腺色腙片,水杨酸,过敏
肾上腺色腙片,精神病,病
肾上腺色腙片,癫痫,病
妥布霉素滴眼液,氨基糖苷,过敏
甘露醇注射液,颅内出血,病
甘露醇注射液,失水,病
甘露醇注射液,急性肾小管坏死,病
甘露醇注射液,急性肺水肿,病
甘露醇注射液,肺瘀血,病
硝苯地平控释片,一过性低血压,病
硝苯地平控释片,硝苯地平,过敏
硝苯地平控释片,心源性休克,病
曲安奈德益康唑乳膏,病毒感染,病
曲安奈德益康唑乳膏,皮肤结核,病
氟米龙滴眼液,大多数其他病毒性角膜,病
氟米龙滴眼液,急性单纯疱疹病毒性角膜炎,病
氟米龙滴眼液,眼真菌感染,病
氟米龙滴眼液,眼部感染,病
氟米龙滴眼液,结膜感染,病
氟米龙滴眼液,眼结核,病
注射用左卡尼汀,肾功能异常,病
注射用左卡尼汀,瘙痒皮疹,病
注射用盐酸阿糖胞苷,哺乳期,孕妇
华法林钠片,肝肾功能损害,病
华法林钠片,溶血性贫血,病
华法林钠片,高血压,病
华法林钠片,老年人或月经期,病
华法林钠片,微血管病,病
华法林钠片,大范围皮肤坏疽,病
华法林钠片,先兆流产,病
华法林钠片,近期手术,病
华法林钠片,凝血功能障碍伴有出血倾向,病
华法林钠片,活动性溃疡,病
噻托溴铵粉吸入剂,噻托溴铵阿托品,过敏
噻托溴铵粉吸入剂,口干噻托溴铵吸入性粉末,病
卡前列甲酯栓,宫外孕急性盆腔感染胃溃疡哮喘,病
卡前列甲酯栓,前置胎盘,病
卡前列甲酯栓,过敏体质青光眼,病
氯硝西泮片,妊娠期,病
氯硝西泮片,新生儿,新生儿
三磷酸腺苷二钠注射液,房窦综合征,病
三磷酸腺苷二钠注射液,窦房结功能不全,病
紫杉醇注射液,聚氧乙基代蓖麻油,过敏
紫杉醇注射液,中性白细胞低于1500/mm,病
格列齐特缓释片,的肝脏或肾脏功能不全,病
格列齐特缓释片,磺胺,过敏
格列齐特缓释片,磺脲,过敏
格列齐特缓释片,糖尿病昏迷,病
格列齐特缓释片,青少年糖尿病伴有酮症酸中毒,病
格列齐特缓释片,糖尿病,病
格列齐特缓释片,胰岛素依赖型糖尿病,病
缩宫素注射液,多胎妊娠子宫过大,病
缩宫素注射液,缩过强子宫收缩乏力长期用药无效产前出血,病
缩宫素注射液,羊水过多,病
缩宫素注射液,胎盘早剥,病
缩宫素注射液,妊娠高血压,病
注射用青霉素钠,青霉素,过敏
盐酸氟桂利嗪胶囊,急性脑出血性疾病,病
盐酸氟桂利嗪胶囊,抑郁症,病
盐酸阿米替林片,心肌梗死,病
盐酸阿米替林片,肝功能损害,病
盐酸阿米替林片,三环,过敏
盐酸阿米替林片,心脏病,病
盐酸阿米替林片,尿潴留,病
盐酸阿米替林片,青光眼,病
盐酸阿米替林片,甲状腺机能亢进,病
苯溴马隆片,肾结石,病
苯溴马隆片,肾功能损害,病
聚乙二醇4000散剂,皮疹荨麻疹,病
聚乙二醇4000散剂,炎症性肠病,病
聚乙二醇4000散剂,肠梗阻,病
聚乙二醇4000散剂,溃疡性结肠炎,病
尼可地尔片,肝肾疾病,病
尼可地尔片,青光眼,病
莫匹罗星软膏,聚乙二醇基质,过敏
苯磺酸氨氯地平片,二氢吡啶,过敏
厄贝沙坦片,低血压,病
螺内酯片,高钾血症,病
格列吡嗪控释片,磺胺药,过敏
格列吡嗪控释片,1型糖尿病,病
格列吡嗪控释片,肝、肾功能不全,病
肝素钠注射液,肝素,过敏
肝素钠注射液,抗凝血酶-：慕,病
肝素钠注射液,自发出血倾向,病
肝素钠注射液,血液凝固迟缓,病
肝素钠注射液,肝功能不全,病
肝素钠注射液,肝功能不良,病
肝素钠注射液,血栓形成倾向,病
肝素钠注射液,溃疡病,病
肝素钠注射液,血友病,病
肝素钠注射液,产后出血,病
肝素钠注射液,血小板减少,病
盐酸地尔硫卓片,肺充血,病
盐酸地尔硫卓片,急性心肌梗塞,病
磷酸奥司他韦胶囊,大疱疹,病
磷酸奥司他韦胶囊,胰腺炎血管性水肿喉部水肿支气管痉挛面部水肿嗜酸粒细胞升高白细胞下降,病
醋酸钙片,高钙血症,病
盐酸普罗帕酮片,房室传导阻滞,病
盐酸普罗帕酮片,双束支传导阻滞,病
盐酸普罗帕酮片,无起搏器保护的窦房结功能障碍,病
盐酸普罗帕酮片,低血压,病
盐酸普罗帕酮片,充血性心力衰竭,病
盐酸普罗帕酮片,心源性休克,病
醋酸地塞米松片,精神病,病
醋酸地塞米松片,下丘脑-垂体-肾上腺轴抑制,病
醋酸地塞米松片,血栓症,病
醋酸地塞米松片,高血压,病
醋酸地塞米松片,心肌梗塞,病
醋酸地塞米松片,类柯兴综合征,病
醋酸地塞米松片,肾上腺皮质,过敏
醋酸地塞米松片,电解质代谢异常,病
醋酸地塞米松片,青光眼,病
醋酸地塞米松片,糖尿病,病
醋酸地塞米松片,胃溃疡,病
醋酸地塞米松片,十二指肠溃疡,病
醋酸地塞米松片,内脏手术,病
醋酸地塞米松片,消化道溃疡,病
醋酸地塞米松片,并发感染,病
盐酸利多卡因注射液,局部麻醉药,过敏
盐酸利多卡因注射液,预激综合征,病
盐酸利多卡因注射液,房室传导阻滞,病
盐酸利多卡因注射液,肌肉震颤,病
盐酸利多卡因注射液,抑制心肌收缩力和心输出量下降,病
盐酸利多卡因注射液,低血压,病
盐酸利多卡因注射液,心传导阻滞,病
盐酸利多卡因注射液,感觉异常,病
盐酸利多卡因注射液,心室内传导阻滞,病
盐酸利多卡因注射液,心房传导速度减慢,病
盐酸利多卡因注射液,急性心源性脑缺血综合征,病
盐酸利多卡因注射液,阿－斯氏综合征,病
盐酸利多卡因注射液,惊厥昏迷,病
盐酸利多卡因注射液,心动过缓,病
盐酸利多卡因注射液,呼吸抑制,病
注射用氯诺昔康,急性胃或肠溃疡,病
注射用氯诺昔康,心功能受损,病
注射用氯诺昔康,脑出血,病
注射用氯诺昔康,重度肾功能受损,病
注射用氯诺昔康,疑有脑出血,病
注射用氯诺昔康,疼痛发红刺痛紧张感,病
注射用氯诺昔康,哺乳期,孕妇
注射用氯诺昔康,出血性体质凝血障碍,病
注射用氯诺昔康,大量失血或脱水,病
注射用氯诺昔康,胃肠胀气躁动消化不良腹泻血压增高心悸寒战多汗味觉障碍口干白细胞减少血小板减少排尿障碍,病
注射用氯诺昔康,乙酰水杨酸,过敏
注射用氯诺昔康,氯诺昔康,过敏
注射用氯诺昔康,肝功能受损,病
注射用氯诺昔康,年龄小于18岁或大,小儿
注射用氯诺昔康,年龄小于18岁或大,老人
注射用氯诺昔康,年龄小于18岁或大,儿童
注射用氯诺昔康,手术中有出血危险或凝血机制不健全,病
注射用氯诺昔康,胃痛,病
注射用氯诺昔康,胃出血,病
注射用氯诺昔康,肠出血,病
维生素K1注射液,肝脏疾患,病
维生素K1注射液,肝功不良,病
丁溴东莨菪碱注射液,心脏病器质性幽门狭窄,病
丁溴东莨菪碱注射液,青光眼,病
丁溴东莨菪碱注射液,前列腺肥大,病
丁溴东莨菪碱注射液,麻痹性肠梗阻,病
克拉霉素片,大环内酯,过敏
克拉霉素片,哺乳期,孕妇
克拉霉素片,服用特非那丁治疗,病
克拉霉素片,水电解质紊乱,病
克拉霉素片,肝功能损害,病
克拉霉素片,q－t间期延长,病
克拉霉素片,缺血性心脏病,病
克拉霉素片,心脏病,病
克拉霉素片,心律失常,病
克拉霉素片,充血性心力衰竭,病
克拉霉素片,心动过缓,病
克林霉素磷酸酯注射液,克林霉素,过敏
克林霉素磷酸酯注射液,林可霉素,过敏
复方甘草酸苷注射液,低钾血症,病
复方甘草酸苷注射液,醛固酮症,病
复方甘草酸苷注射液,高血压症,病
利福喷丁胶囊,肝功能不全,病
利福喷丁胶囊,利福霉素,过敏
利福喷丁胶囊,胆道阻塞,病
乳酸环丙沙星氯化钠注射液,氟喹诺酮,过敏
吗替麦考酚酯胶囊,mpa,过敏
头孢地尼胶囊,青霉素,过敏
头孢地尼胶囊,头孢菌素,过敏
氢化可的松注射液,甾体激素,过敏
氢化可的松注射液,新近胃肠吻合手术,病
氢化可的松注射液,溃疡,病
氢化可的松注射液,高血压,病
氢化可的松注射液,肾上腺皮质机能亢进症,病
氢化可的松注射液,霉菌感染,病
氢化可的松注射液,创伤修复期,病
氢化可的松注射液,糖尿病,病
氢化可的松注射液,骨质疏松,病
氢化可的松注射液,角膜溃疡,病
盐酸雷尼替丁胶囊,8岁以下儿童,儿童
盐酸雷尼替丁胶囊,哺乳期,孕妇
注射用奥沙利铂,哺乳期,孕妇
注射用奥沙利铂,铂,过敏
依巴斯汀片,嗜酸性白细胞增多,病
注射用盐酸万古霉素,耳聋,过敏
注射用盐酸万古霉素,糖肽,过敏
注射用盐酸万古霉素,氨基糖苷类,过敏
双氯芬酸钠缓释片,消化道溃疡,病
双氯芬酸钠缓释片,心律不齐耳鸣,病
双氯芬酸钠缓释片,哮喘肝炎水肿,病
双氯芬酸钠缓释片,阿司匹林,过敏
双氯芬酸钠缓释片,哮喘荨麻疹,病
双氯芬酸钠缓释片,骨髓抑制,病
硫酸沙丁胺醇注射液,肌肉震颤外周血管舒张,病
佐匹克隆片,重症睡眠呼吸暂停综合症,病
佐匹克隆片,重症肌无力,病
佐匹克隆片,失代偿的呼吸功能不全,病
注射用异环磷酰胺,哺乳期,孕妇
注射用异环磷酰胺,骨髓抑制,病
盐酸普罗帕酮注射液,房室传导阻滞,病
盐酸普罗帕酮注射液,双束支传导阻滞,病
盐酸普罗帕酮注射液,无起搏博器保护的窦房结功能障碍,病
盐酸普罗帕酮注射液,低血压,病
盐酸普罗帕酮注射液,充血性心力衰竭,病
盐酸普罗帕酮注射液,心源性休克,病
甲钴胺片,甲钴胺,过敏
酒石酸托特罗定片,溃疡性结肠炎,病
酒石酸托特罗定片,精神混乱,病
酒石酸托特罗定片,肌无力,病
酒石酸托特罗定片,窄角型青光眼,病
酒石酸托特罗定片,中毒性巨结肠,病
酒石酸托特罗定片,尿潴留胃滞纳,病
醋酸曲普瑞林注射液,前列腺切除手术,病
醋酸曲普瑞林注射液,促性腺激素释放激素,病
醋酸曲普瑞林注射液,非激素依赖性的前列腺癌,病
醋酸曲普瑞林注射液,热潮红阴道干涸交媾困难出血斑,病
醋酸曲普瑞林注射液,睡眠紊乱,病
氨茶碱片,惊厥性疾病,病
氨茶碱片,活动性消化溃疡,病
顺铂注射液,肾损害,病
顺铂注射液,6其他心脏功能异常肝功能改变,病
顺铂注射液,脸肿气喘心动过速低血压非特异斑丘疹类皮疹,病
