id,d
1090,富马酸卢帕他定
1091,屈螺酮
1092,加贝酯
1093,脑下垂体促性腺激素
1094,还原型谷胱甘肽
1095,甲磺酸溴隐亭
1096,盐酸丙卡特罗
1097,盐酸乌拉地尔
1098,盐酸利托君
1099,盐酸卡替洛尔
1100,盐酸地尔硫卓
1101,盐酸奥布卡因
1102,盐酸沙格雷酯
1103,盐酸米诺环素
1104,纳美芬
1105,盐酸达克罗宁
1106,米非司酮
1107,聚普瑞锌
1108,谷胱甘肽
1109,贝前列素钠
1110,酮咯酸氨丁三醇
1111,醋酸曲安奈德
1112,重组人粒细胞刺激因子
1113,重组人粒细胞集落刺激因子
1114,重组人表皮生长因子
1115,重酒石酸去甲肾上腺素
1116,重酒石酸间羟胺
1117,阿利沙坦酯
1118,阿利沙坦片
1119,马来酸依那普利
1120,马来酸氟吡汀
1121,骨化三醇
1122,吡喹酮
1123,乙胺嗪
1124,左旋咪唑
1125,奈福泮
1126,美索比妥
1127,纳洛酮
1128,烯丙吗啡
1129,利福布丁
1130,橙汁
1131,苹果汁
1132,特立帕肽
1133,葡萄糖胰岛素
1134,环孢素A
1135,烟草
1136,磺胺多辛
1137,希美加群
1138,磷酸克林霉素
1139,盐酸林可霉素
1140,维生素B族
1141,琥珀酸氢化可的松
1142,氟维司群
1143,阿洛司琼
1144,酒
1145,PPI
1146,SSRls
1147,阿昔单抗
1148,磺达肝素钠
1149,美拉加群
1150,纳豆激酶
1151,培美曲塞
1152,巧克力
1153,西拉非班
1154,格列苯脲
1155,他索沙坦
1156,夫西地酸
1157,那非那韦
1158,沙奎那韦
1159,替拉那韦
1160,睾酮
1161,依曲康唑
1162,铁
1163,洛匹那韦
1164,ARB
1165,曲马多
1166,托洛沙酮
1167,帕吉林
1168,锂盐
1169,西肽普兰
1170,七氟烷
1171,罗红霉素
1172,林可霉素
1173,麻黄碱
1174,阿霉素
1175,依托泊苷
1176,头孢西丁
1177,卡索匹坦
1178,环磷酸胺
1179,头孢噻甲羧肟
1180,丝氨酸
1181,皮质醇
1182,胡萝卜素
1183,阿莫非尼
1184,苯丙香豆素
1185,达芦那韦
1186,吉米沙星
1187,帕立骨化醇
1188,水杨酸盐
1189,替加色罗
1190,伊伐雷定
1191,茵栀黄
1192,银杏
1193,咪康唑
1194,氨苄西林
1195,缓释
1196,口服葡萄糖
1197,噻奈普汀
1198,氟奋乃静
1199,硫利达嗪
1200,三氟丙嗪
1201,乙酰丙嗪
1202,美索达嗪
1203,氯贝胺
1204,曲米帕明
1205,阿莫沙平
1206,多塞平
1207,汞撒利
1208,贝美噻嗪
1209,环戊噻嗪
1210,美托拉宗
1211,牛奶
1212,扎那米韦
1213,吗啡 
1214,卡比多巴
1215,地西泮 
1216,琥珀胆碱
1217,多佐胺
1218,呋塞米 
1219,瑞马西胺
1220,瑞替加滨
1221,拉帕替尼
1222,伊沙匹隆
1223,依立替康
1224,齐留通
1225,噻加宾
1226,奶酪
1227,丙咪嗪
1228,6-巯嘌呤
1229,磷酸钾
1230,非索非那定
1231,双氯西林
1232,头孢唑林
1233,头孢唑肟
1234,扎西他滨
1235,头孢菌素
1236,美替拉酮
1237,舒立克隆
1238,锌
1239,茴茚二酮
1240,甲状腺素
1241,阿塞那平
1242,多立培南
1243,壳聚糖
1244,芍药根
1245,去氧苯比妥
1246,酰胺咪嗪
1247,呋山那韦
1248,右美托咪定
1249,镇痛
1250,三氧化二砷
1251,苄普地尔
1252,左醋美沙多
1253,酮色林
1254,安妥沙星
1255,黄豆苷元
1256,芦氟沙星
1257,罗匹尼罗
1258,托波力农
1259,西洛司特
1260,四环素族盐酸盐
1261,西他生坦
1262,酮咯酸
1263,乙酰水杨酸
1264,葡萄糖
1265,双氢麦角胺
1266,去甲替林
1267,甲氟喹
1268,阿加曲班
1269,阿齐利特
1270,阿瑞匹坦
1271,艾司利卡西平
1272,胶碘酮
1273,刺五加
1274,克列莫佛
1275,拉索昔芬
1276,咪达那新
1277,司维拉姆
1278,他林洛尔
1279,替吉环素
1280,依那西普
1281,左西孟旦
1282,泮库溴胺
1283,依酚氯胺
1284,白陶土
1285,果胶
1286,对氨水杨酸
1287,普鲁本辛
1288,丁丙诺啡
1289,异烟胼
1290,西那卡塞
1291,德伦环烷
1292,帕瑞考昔
1293,普兰林肽
1294,颠茄
1295,山莨菪碱
1296,颠茄片
1297,ACEI
1298,镁盐
1299,米格列醇
1300,替诺福韦
1301,二氢可待因
1302,尼罗替尼
1303,哌唑嗪
1304,干扰素
1305,甲氨蝶呤鞘内
1306,头孢布腾
1307,头孢泊肟
1308,地拉夫定
1309,塞维利亚橙汁
1310,考来维仑
1311,右丙氧芬
1312,西布曲明
1313,氧化亚氮
1314,奥马曲拉
1315,锂
1316,清蛋白
1317,头孢噻啶
1318,替利定
1319,阿司眯唑
1320,他克林
1321,地拉韦啶
1322,卤泛群
1323,氯磺丁脲
1324,屁古丁
1325,异丙嗪
1326,巴比妥
1327,饮茶
1328,咖啡
1329,地氯雷他定
1330,珠氯噻醇
1331,依替巴肽
1332,复方磺胺甲噁唑
1333,芝麻油
1334,羟保泰松
1335,双氯苯咪唑全身途径
1336,口服凝胶
1337,伊那普利
1338,MAOIs
1339,丹那唑
1340,替可克肽
1341,羟苄羟麻黄碱
1342,舒喘宁
1343,三丁喘宁
1344,亚胺培南一西司他丁钠
1345,喷他咪
1346,硫酸锌
1347,非尔氨脂
1348,环索奈德
1349,双氢麦角隐亭
1350,左卡巴斯汀
1351,洛伐他丁
1352,阿托伐醌
1353,安立生坦
1354,布可隆
1355,大麻
1356,大蒜
1357,丹参
1358,豆浆
1359,厄洛替厄
1360,恩他卡朋
1361,蜂王浆
1362,氟氯西林
1363,龟苓膏
1364,花粉
1365,拉罗匹仑
1366,利福昔明
1367,蔓越莓
1368,母菊
1369,奈比卡朋
1370,萘夫西林
1371,枸杞
1372,屈奈达隆
1373,生姜
1374,生脉饮
1375,石榴汁
1376,替勃龙
1377,替尼达普
1378,西洋参
1379,硝唑沙奈
1380,依普罗沙坦
1381,依托孕烯
1382,鱼油
1383,多不饱和脂肪酸
1384,呋喃香豆素
1385,红葡萄酒
1386,苯丙氨酸氮芥
1387,秋水仙素
1388,新诺明
1389,交沙霉素
1390,强力霉素
1391,苯丙酰苯心安
1392,安乃近
1393,阿维莫泮
1394,干扰素a-2b
1395,替加氟
1396,别嘌呤醇
1397,姜黄索
1398,硼替佐米
1399,安替比林
1400,多元维生素
1401,可乐
1402,芦米考昔
1403,英利昔单抗
1404,乙胺嘧啶
1405,弱有机酸
1406,左旋门冬酰胺酶
1407,氨苯磺胺
1408,磺胺地索辛
1409,磺胺甲二唑
1410,磺胺甲氧嗪
1411,131碘
1412,对氨基水杨酸
1413,地奥司明
1414,双硫仑
1415,血清氨基转移酶
1416,乳酸脱氢酶
1417,丹曲林
1418,米库氯铵
1419,乙酰氨基酚
1420,氨甲酰胆碱
1421,钙
1422,异环磷酰胺
1423,甲丙氨酯
1424,恩扎妥林
1425,哌罗匹隆
1426,洋托拉唑
1427,炔雌醇炔诺酮
1428,赖氨加压素
1429,垂体后叶素
1430,左旋甲状腺素
1431,洛沙平
1432,米芬辛
1433,萘咪酮
1434,登齐醇
1435,司替戊醇
1436,坦罗莫司
1437,溴夫定
1438,莫索尼定
1439,某些抗生素
1440,氨普那韦
1441,苯妥因
1442,阿芬他尼
1443,海索比妥
1444,筒箭毒碱
1445,大量柠檬汁
1446,碳酸氢盐
1447,氨磺必利
1448,阿托西班
1449,镁
1450,葡萄糖酸锂
1451,亚油酸
1452,奈必洛尔
1453,妥卡尼
1454,西苯唑啉
1455,右旋糖酐
1456,嘌呤饮食
1457,伊柏康唑
1458,戊巴比妥
1459,地磷莫司
1460,多拉司琼
1461,吉格列汀
1462,对氨基水杨酸盐
1463,乙醇丁胺
1464,氯苯酚嗪
1465,苯丙醇胺
1466,伪麻黄碱
1467,喷他脒
1468,多奈哌弃
1469,加兰他敏
1470,吩噻嗪
1471,丹诺普韦
1472,曲安西龙
1473,阿咪唑
1474,苄替地尔
1475,氯拉折帕
1476,二氢麦角胺
1477,恩卡胺
1478,舒乐安定
1479,氟膏胺
1480,左吡登
1481,血浆
1482,纳多洛尔
1483,干扰素γ
1484,阿曲库铵
1485,新斯的明
1486,硫酸多黏菌素B
1487,硫酸链霉素
1488,盐酸多巴酚丁胺
1489,盐酸普鲁卡因
1490,氯氮革
1491,鞣酸
1492,二巯丙醇
1493,胰脂肪酶
1494,脂溶性维生素
1495,多酶片
1496,巴利昔单抗
1497,美沙拉嗪
1498,益生菌
1499,尿碱化
1500,氨基苯甲酸
1501,乌洛托品
1502,维生素K
1503,他立喹达
1504,蒿甲醚
1505,右兰索拉唑
1506,舒必利
1507,羟基保泰松
1508,美卡拉明
1509,亚硝酸盐
1510,氮芥
1511,生长抑素
1512,利福不汀
1513,香草醛
1514,溴
1515,新生霉素
1516,甲氧西林
1517,磺胺甲基异嘿唑
1518,铝
1519,银
1520,溴莫尼定
1521,聚卡波非钙
1522,氨苄噻哌啶
1523,甲基麦角酰胺
1524,氟伐沙明
1525,糖精钠
1526,苋菜
1527,地特胰岛素
1528,倍氯米松
1529,西替利嗪
1530,蜂蜜
1531,氟马西尼
1532,羟吗啡酮
1533,依发韦仑
1534,GLP-1
1535,饮酒
1536,噻吗洛尔
1537,拉坦前列素
1538,水杨酸
1539,甲磺丁脲
1540,胆汁酸
1541,洋地黄
1542,西柚汁
1543,活性炭
1544,头孢妥仑
1545,姜黄素
1546,多种维生素
1547,亚硫酸氢钠
1548,氟卡尼
1549,强心苷
1550,多黏菌素E
1551,麦考酚酸
1552,新双香豆素
1553,二氢奎尼丁
1554,阿普林定
1555,吡二丙胺
1556,劳卡尼
1557,恩卡尼
1558,溴苄胺
1559,乙酰卡尼
1560,喷他眯
1561,佐米曲坦
1562,佐替平
1563,舍吲哚
1564,舒托必利
1565,螺旋霉素
1566,磺胺甲嗯唑
1567,伊拉地平
1568,舒屁替尼
1569,酮’康唑
1570,匹莫林
1571,癸酸诺龙
1572,橘子汁
1573,氨苯甲酸
1574,氢氧化铝凝胶
1575,氨多索韦
1576,羟基芦丁
1577,磷胺多辛
1578,金硫丁二钠
1579,福辛普利
1580,螺普利
1581,莫昔普利
1582,氯化钠
1583,维生素
1584,加诺沙星
1585,他尼氟酯
1586,哌拉西林
1587,羧苄西林
1588,维拉必利
1589,阿普洛尔
1590,氟哌酰胺
1591,血清
1592,磺胺甲恶唑
1593,二氢麦角碱
1594,吡斯的明
1595,精氨酸
1596,ω-3脂肪酸
1597,芬氟拉明
1598,沙立佐坦
1599,一氧化氮
1600,头孢孟多
1601,头孢替坦
1602,普卡霉素
1603,酪胺
1604,5-羟色胺
1605,米那普仑
1606,色氨酸
1607,酪氨酸
1608,干酪
1609,酵母
1610,熏肉
1611,盐腌肉
1612,家禽
1613,鱼
1614,发酵的香肠
1615,酸泡菜
1616,香蕉
1617,鳄梨
1618,苦橙
1619,啤酒
1620,红酒
1621,白酒
1622,贯叶金丝桃
1623,达泊西汀
1624,西洛多新
1625,阿德福韦
1626,五昧子甲素
1627,芬特明
1628,多巴丝肼
1629,芬维A胺
1630,依西美坦
1631,左氧氪沙星
1632,酒精
1633,氯噻嗪
1634,辛伐他汀酸
1635,氨磷汀
1636,马立巴韦
1637,帕比司他
1638,依美斯汀
1639,二甲硅油
1640,卡氮芥
1641,克拉维酸
1642,匹格列酮
1643,醋异丙嗪
1644,替地沙米
1645,丙戊酸盐
1646,降钙素
1647,曲前列尼尔
1648,依前列醇
1649,柚子汁
1650,伊格列净
1651,前列腺素E．
1652,阿吡坦
1653,阿地唑仑
1654,布托啡诺
1655,伐尼克兰
1656,氯胍
1657,噻吗浴尔
1658,替马沙星
1659,卡莫司丁
1660,红匍萄酒
1661,硝酸盐
1662,枸橼酸西地那非
1663,乙酰胆碱
1664,组胺
1665,ω-3酸乙酯
1666,安塞曲匹
1667,考来替兰
1668,琥珀酰胆碱
1669,比哌立登
1670,异美汀
1671,吗茚酮
1672,黏菌素
1673,吐根
1674,贝伐珠单抗
1675,伐拉尼布
1676,卡麦角林
1677,德芦格韦
1678,鸡肉
1679,小牛肉
1680,绿豆
1681,硫酸吗啡
1682,阿法链道酶
1683,异丙肾七腺素
1684,糜蛋白酶
1685,胰蛋白酶
1686,乙醚
1687,阿拉韦罗
1688,干扰素α
1689,美芬妥英
1690,愈创甘油醚
1691,谷氨酸
1692,非格司亭
1693,沙莫司亭
1694,大豆蛋白
1695,牛奶麦片
1696,倍硫磷
1697,氨基比林
1698,甲酚
1699,三价铁盐
1700,苯酚
1701,麝香草酚
1702,妥布霉素
1703,茚满二酮
1704,头孢噻吩
1705,氯苄噻啶
1706,氯苯丁酯
1707,磺胺异嗯唑
1708,干扰素aa
1709,盐酸哌替啶
1710,维生素B
1711,枸橼酸盐
1712,苯巴比妥钠
1713,罗布麻
1714,槟榔
1715,麻黄
1716,巴豆
1717,大黄
1718,麻黄素
1719,膦甲酸
1720,小量硫酸铜
1721,没食子酸
1722,利多格雷
1723,蚓激酶
1724,阿尼普酶
1725,重组葡激酶
1726,苯磺唑酮
1727,脑多肽
1728,高锰酸钾
1729,樟脑
1730,间苯二酚
1731,酚
1732,醋磺酰脲
1733,环丙烷
1734,哌醋甲酯
1735,洋地黄苷
1736,甲泛葡胺
1737,异喹胍
1738,苄甲胍
1739,磺胺醋酰钠
1740,安氟醚
1741,加洛帕米
1742,噻帕米
1743,法利帕米
1744,阿尼帕米
1745,尼鲁地平
1746,左氨氯地平
1747,依拉地平
1748,尼伐地平
1749,马尼地平
1750,巴尼地平
1751,普尼拉明
1752,芬地林
1753,哌克昔林
1754,吗多明
1755,普鲁卡因酰胺
1756,抗生素
1757,碱
1758,铁盐
1759,重金属
1760,美西麦角
1761,心得安
1762,辛伐他丁
1763,普伐他丁
1764,阿伐他汀
1765,肥皂
1766,高锰酸盐
1767,银盐
1768,酒石酸盐
1769,荧光素钠
1770,过氧化氢
1771,丁卡因
1772,醋酸磺胺米隆
1773,复方磺胺甲嗯唑
1774,西沙比利
1775,别嘌呤
1776,去纤酶
1777,α-甲基多巴
1778,环丝氨酸
1779,美洛培南
1780,米帕林
1781,氨基水杨酸钠
1782,酸
1783,水羊毛脂
1784,萘维拉平
1785,依法韦恩茨
1786,铝盐
1787,他克利
1788,呋喃苯胺酸
1789,丁苯氧酸
1790,醇
1791,氯气
1792,大量吸烟
1793,琥珀酸氢化可的松钠
1794,阿贝卡星
1795,盐酸异丙嗪
1796,盐酸苯海拉明
1797,马来酸氯苯那敏
1798,尿素
1799,白介素-2
1800,氨碘酮
1801,对氨基苯甲酸
1802,硅酸镁铝
1803,黄色氧化铁
1804,弱碱
1805,强酸
1806,六氢吡啶
1807,普鲁氯哌嗪
1808,甲地孕酮
1809,丹蒽酮
1810,链脲霉素链左星
1811,阿糖胞苷
1812,博来霉素
1813,尼可刹米
1814,氟西丁
1815,口服降血糖
1816,白介素
1817,放疗
1818,左旋去甲肾上腺素
1819,泛影酸
1820,磺溴酞
1821,非那吡啶
1822,喹诺酮
1823,免疫球蛋白
1824,阿托伐他丁
1825,枸橼酸钠
1826,依洛沙星
1827,喷司他丁
1828,甲酰四氢叶酸
1829,亚叶酸钙
1830,哌乙啶
1831,六甲溴胺
1832,锡
1833,黄铜
1834,铅
1835,橡胶
1836,塑料
1837,与咖啡因
1838,乙噻嗪
1839,邻二甲氧嘧啶
1840,金属离子
1841,噻嘧啶
1842,碳酸盐
1843,钙盐
1844,呋喃苯氨酸
1845,硫酸肼苯哒嗪
1846,硫喷妥
1847,硫黄
1848,硫酸庆大霉素
1849,四环素混合使用
1850,磷酸盐
1851,法华林
1852,乳清酸
1853,盐酸山梗菜碱
1854,硫酸阿托品
1855,氢溴酸东莨菪碱
1856,盐酸氯丙嗪
1857,马来酸麦角新碱
1858,盐酸去甲肾上腺素
1859,盐酸丁卡因
1860,利尿酸钠
1861,细胞色素C
1862,盐酸万古霉素
1863,盐酸四环素
1864,二盐酸奎宁
1865,盐酸阿糖胞苷
1866,硫酸长春新碱
1867,缩宫素
1868,非甾体抗炎
1869,安妥明
1870,脱甲氯四环素
1871,甲状腺
1872,环苯扎林
1873,苯基醋酸
1874,舒马曲坦
1875,那拉曲坦
1876,去甲肾上腺索
1877,杆菌肽
1878,巴龙霉素
1879,布克利嗪
1880,赛克利嗪
1881,美克利嗪
1882,曲美苄胺
1883,甲氧氟烷
1884,青霉素G
1885,异丙基肾上腺素
1886,NSAIDs
1887,胃酸中
1888,两性霉素
1889,硫氧唑酮
1890,喹诺酮抗生素
1891,地两泮
1892,甲氰咪胍
1893,四氯化碳
1894,酒石酸锑钾
1895,曲咪芬
1896,头孢匹林
1897,茶苯海拉明
1898,转化糖
1899,纤溶酶
1900,丙嗪
1901,红霉素葡庚糖酸盐
1902,红霉素乳糖醛酸盐
1903,氯化简箭毒碱
1904,MAOI
1905,丁二酰二胆碱
1906,尼古丁
1907,肉毒碱
1908,溴化六烃季铵
1909,磺酸替奥芬
1910,羟基氯喹
1911,氨基糖抗生素
1912,左旋多巴合
1913,氟化钠
1914,苯丁酸氮芥
1915,咪哒唑仑
1916,醋竹桃霉素
1917,溴化丁基东莨菪碱
1918,依他尼酸钠
1919,依那普利拉
1920,多黏菌素
1921,枸橼酸克罗米芬
1922,保太松
1923,磺胺甲曙唑
1924,甲苄咪唑
1925,异氟醚
1926,珀酰胆碱
1927,维生素Bi
1928,鱼精蛋白
1929,咪唑安定
1930,依酚氯铵
1931,吡啶斯的明
1932,六甲铵
1933,甲基补骨酯
1934,氯化钡
1935,卡巴胆碱
1936,盐酸多西环素
1937,可溶性碳酸盐
1938,硫酸盐
1939,锶盐
1940,氟联苯丙氨酸
1941,氨基茶碱
1942,格帕沙星
1943,左旋多巴胺
1944,棉酚
1945,琥乙红霉素
1946,盐酸羟嗪
1947,维生素C族
1948,铜
1949,汞
1950,麦角新碱
1951,缩官素
1952,司坦夫定
1953,甲哌氯丙嗪
1954,67 Ga
1955,索立夫定
1956,苯乙酰盐
1957,胃酶
1958,新生霉素钠
1959,磺胺嘧啶钠
1960,钙离子
1961,缬草
1962,洋金花
1963,生脉散
1964,毛果芸香碱
1965,环己巴比妥
1966,戊烯四唑
1967,适量蛋白质
1968,糖
1969,依米丁
1970,华法林钠
1971,甲氨喋呤
1972,n引哚美辛
1973,甲灭酸
1974,壮观霉素
1975,利诺卡因
1976,六甲季铵
1977,各种抗生素
1978,D-青霉胺
1979,咪噻吩
1980,氟哌丁醇
1981,联苯丁酮酸
1982,氯氨铂
1983,6-巯基嘌呤
1984,6-硫鸟嘌呤
1985,螺哌隆
1986,硝苯吡啶
1987,乳
1988,乳制品
1989,聚乙二醇干扰素a2a
1990,镁离子
1991,软骨素
1992,多昔单抗
1993,萃布地尼
1994,异山梨酯
1995,硫酸铝
1996,溴西泮
1997,磺胺甲噻二唑
1998,稀盐酸
1999,替沃噻吨
2000,硫酸阿米卡星
2001,盐酸金霉素
2002,盐酸土霉素
2003,黏菌素甲磺酸钠
2004,硫酸多黏菌素
2005,葡萄糖酸红霉素
2006,阿洛西林
2007,甲氯芬酯
2008,阿马林
2009,门冬酸钾镁
2010,抑肽酶
2011,异丙醇
2012,多黏菌素甲磺酸钠
2013,氢化可的松琥珀酸钠
2014,水解蛋白
2015,三乙酰夹竹桃霉素
2016,问羟胺
2017,甲氧明
2018,一甲氨蝶呤
2019,甲乙炔巴比妥
2020,Y-氨基丁酸
2021,乙托咪酯
2022,硫胺
2023,硫唑嘌呤仅有短暂
2024,有限的作用
2025,盐酸肼酞嗪
2026,纤维素磷酸钠
2027,谷氨酸钠
2028,核黄素
2029,三氯叔丁醇
2030,维生素K3
2031,放线菌素
2032,长效硝酸盐
2033,S．美芬妥英
2034,呋喃妥因钠
2035,海藻酸钠
2036,甘草酸单胺盐
2037,甲基苄肼
2038,枸缘酸钠
2039,青霉素V
2040,头孢唑林钠
2041,坎利酸钾
2042,精蛋白锌胰岛素
2043,胰升糖素
2044,苯乙丙胺
2045,氯贝特
2046,吡多辛
2047,枸橼酸钾
2048,广谱抗生素
2049,三氯甲噻嗪
2050,维A酯
2051,阿维A酯
2052,烟碱
2053,果汁
2054,甲基多巴胺
2055,复方新诺明
2056,透明质酸酶
2057,头孢氧哌唑
2058,呋噻米
2059,噻托溴铵
2060,诺孕酯
2061,本芴醇
2062,他唑巴坦
2063,亚叶酸
2064,氧化铝
2065,酰胺唑嗪后
2066,羟肌苷
2067,地达诺辛
2068,利托那韦合用
2069,普奈洛尔
2070,喷他佐新
2071,纳布啡
2072,丙异肾上腺
2073,苯妥因钠
2074,先锋霉素
2075,氯洁霉
2076,铋剂
2077,药用碳
2078,酊剂
2079,复方氯化钠
2080,乌司他丁
2081,绒促性素
2082,甲萘醌
2083,泛酸钙
2084,苯丙甲酮
2085,酚噻嗪
2086,盐酸噻氯匹定
2087,铝离子
2088,铁离子
2089,左旋甲状腺素钠
2090,丙璜舒
2091,甲状腺激素
2092,锂剂
2093,氯仿
2094,安体舒通
2095,氨苯喋啶
2096,奎宁丁
2097,二苯乙内酰胺
